,Category,Text
4376,ReferredSomeone,Foram will take this further.
4377,Deactivated,"Thanks Adam, but nothing which would be appropriate in our business currently"
4378,Unsubscribed,We will not be interested at the moment.
4379,Unsubscribed,Please remove our address as we do not trade or buy or sell scrap.
4380,ConnectLater,"Currently we do not have any requirement
Thanks for the mail, we will get in touch if any such requirement arises"
4381,AgreedToMeet,"Yes I was interested in property management back in 2017 but because no one
from your company responded then I switched to another company but I am
still interested what unique service you can offer.
Sure you may call"
4382,ConnectLater,"But due to Coronavirus pandemics, complete unit is Under shutdown. I will contact you whenever your service is needed in future."
4383,ConnectLater,"currently, we are not looking for any
services.
I will surely get in touch with you in the future if we are looking for any
services"
4384,ConnectLater,You will always be our first preference for future hirings.
4385,OutOfOffice,"Season's Greetings!  I am currently out of the office and will be returning Friday, December 27."
4386,OutOfOffice,"Beginning Wednesday, 11/3 through Friday 11/13, I will be out of the office on vacation with no access to voicemail nor email.  I will return all calls and emails upon arriving back in the office on Monday, 11/16."
4387,OutOfOffice,"Hi, I am in an all day meeting, apologies for any delay in replying to you."
4388,OutOfOffice,"I am out of the office on vacation..  I will be checking e-mail periodically throughout the day.  Please contact Alex Linsner, linsna@ilcdover.com, if you need to reach someone right away"
4389,SeekingMoreInfo,"I have already replied you on 30.10.19.
Since I am not in HR team & thereby the below request is not valid.
Additionally, I am looking for a change now."
4390,OutOfOffice,"I'm currently out of the office, I'll respond to your query upon my return on 9 December 2020."
4391,ConnectLater,"Apologies on the late reply.Thanking for the email and at this moment we
are not keen to have this system.Will let you know in  future if we plan to
use it"
4392,Deactivated,"As of today, I am no longer working for Stokota.
Your emails will not be forwarded."
4393,Unsubscribed,Pls dnt sent me mail again n again as i said you i dnt have any any
4394,AgreedToMeet,Send resume and I will have a 15 minute meeting . Thank you
4395,OutOfOffice,"I will be on leave today with limited access to mails, please expect a delay in responses."
4396,Deactivated,"sorry for the late answer, I didn't checked this mail in the last week due to Christmas time.
Thanks a lot for the offer, but unfortunately I am not interested on change my job."
4397,Deactivated,"I would like to inform you that we don't intend to renew the contract this
year.
Hence would suggest you to stop the reminder mails which we keep getting
from signeasy on your company behalf.
We don't have any hiring plans in the coming months. In case we have any
will get in touch with you. But at present i don't want to sign any
contract unnecessarily."
4398,Unsubscribed,"We're not interested, Sonia."
4399,OutOfOffice,"I'm currently out of the office, returning Monday, Nov 30."
4400,OutOfOffice,I will be out of the office until Monday Nov 4th.  I will respond to all emails upon my return.
4401,ConnectLater,"I have shared this with my digital team and am waiting to hear back from
them. It'll be a while though. Thanks."
4402,ConnectLater,"Sorry, at this juncture. May be after 6 months."
4403,SeekingMoreInfo,I'm currently looking for a Chinese resource. Can you help me with that.
4404,ConnectLater,We‚Äôd just like to let you know that we have received your help request and are working on it.
4405,Deactivated,"Thanks for reaching out, no questions at this time and not interested to review."
4406,SeekingMoreInfo,can you provide me the NTPC vendor code if you have and any purchase order from NTPC ??
4407,Deactivated,Working for the energy services we do not sell any hardware to any client. Nor do we buy any. We only cell engineering services. I do not believe that we can ad any value to your business model.
4408,OutOfOffice,I will be away from the office until August 6.
4409,OutOfOffice,"Please be advised that I will be on sabbatical for the remainder of the year. In my absence, the rest of our team will be happy to assist you."
4410,OutOfOffice,I am currently out of office on annual leave until 24th September with only intermittent access to my emails.
4411,OutOfOffice,"I am currently out of the office on PTO returning Monday, January 4th."
4412,ConnectLater,"Sure, Shall get back to you shortly, we were bit occupied with other assignments."
4413,ReferredSomeone,"Wish to inform you that we have Corporate Recruitment Cell who generally dealing with Sourcing Agencies for empanelment, hence you may get in touch with Ms. Rachna Bhuse on 022-67961425 or can email her on rachna@godrej.com<mailto:rachna@godrej.com>."
4414,ConnectLater,"Sorry for the inconvenience , but now a days I am
still not active for the work and I even though not discuss my point yet
with my superior once I will contact him I will revert you. For the mean
while hold for the discussion."
4415,OutOfOffice,"I am currently out of the office on leave.
I will be returning on Tuesday, 24 November."
4416,Unsubscribed,Please remove me from your mailing list.
4417,OutOfOffice,"I will be on vacation from 9/12/20 - 9-20-20, returning to the office on 9/21/20. If you need assistance during this time, please contact parts@companywrench.com or call 740-654-5304."
4418,ConnectLater,Let‚Äôs schedule a call this weekend.
4419,OutOfOffice,"I am currently out of office until Tuesday, November 12th.
I'll respond to your message when I return."
4420,OutOfOffice,I am out of the office until July 6th. I will respond to your inquiry after I am back in the office.
4421,SeekingMoreInfo,"Did you provide the overview deck and pricing structure to me? If not, please (re) send."
4422,Unsubscribed,Not interested...
4423,OutOfOffice,I will be out of office from 18th Dec-27th Dec and will not have access to emails and calls. I will do my best to respond promptly to your email when I return on 28th December.
4424,OutOfOffice,I‚Äôm currently out of the office.
4425,OutOfOffice,"I am currently out of the office, returning on Thursday."
4426,OutOfOffice,I am currently on vacation and will have limited access to my email. Please give me a call or send me a text if urgent.
4427,OutOfOffice,I am currently out of the office until Monday Dec 2nd. If this is an emergency please  call  2222 for or leave a message and I will respond at my earliest opportunity.
4428,ReferredSomeone,"Thank you for your enquiry, which has been passed to the relevant individual or team.
We will aim to respond to you as soon as possible."
4429,SeekingMoreInfo,What would the appropriate month to reconnect with you.
4430,OutOfOffice,I will be out of the office September 11th. If you need immediate assistance please call Luis Mendoza at 979-865-9137.
4431,Deactivated,This event has been canceled.
4432,OutOfOffice,I am on leave - Emails will be responded with delay. Will be back in office on 29th June 2020
4433,OutOfOffice,"I am currently out of office, on annual leave, with no access to email, until Friday 11th December. I will respond as soon as I am able."
4434,OutOfOffice,I am currently out of office. Please expect delayed response
4435,Unsubscribed,"Not interested, thank you."
4436,SeekingMoreInfo,"You can always write to me, both way communication always pay. Will walk
through the video once am free.
Will get back to you if I have any query."
4437,OutOfOffice,I am out of office the rest of the day and will be reading emails tonight
4438,Deactivated,I'm not in a department where I could suggest for your products.
4439,AgreedToMeet,Let us connect today / tomorrow as may be convenient for you to discuss the next steps.
4440,OutOfOffice,"I will be out of the office Monday, August 10th - Friday, August 14th. During this period I will have limited access to email.
For immediate assistance please contact Cally Melton at 804-282-1289 x 2 or cally@prospectblue.com."
